mun_upp,CNPJ,TELEFONE,CIDADE,ESTADO,ENDERECO,PRODUTO,CREDENCIADO,BAIRRO,RAMO_ATIVIDADE,bairro_upp
FORTALEZA,41373975000142,(85) 3261-2781,Fortaleza,CE,Torres Câmara 428,CARTAO CEARA SEM FOME,TEMPERO DO SERTAO,Aldeota,Mercado / Mini Mercado,ALDEOTA
FORTALEZA,41377444000128,,Fortaleza,CE,Padre Valdevino 551,CARTAO CEARA SEM FOME,NATO - CONFEITARIA SAUDAVEL,Joaquim Távora,Padaria,JOAQUIM TÁVORA
FORTALEZA,41387508000171,,Fortaleza,CE,da Assunção 381,CARTAO CEARA SEM FOME,JOSE AIRTON RODRIGUES MENDONCA,Centro,Mercado / Mini Mercado,CENTRO
FORTALEZA,41398322000118,(85) 3232-4379,Fortaleza,CE,Major Facundo 259,CARTAO CEARA SEM FOME,GARFO SELF SERVICE,José Bonifácio,Restaurante,JOSÉ BONIFÁCIO
FORTALEZA,41414467000165,(85) 3295-3684,Fortaleza,CE,G 477,CARTAO CEARA SEM FOME,SUPERMERCADO AQUARIO,Manoel Dias Branco,Mercado / Mini Mercado,MANOEL DIAS BRANCO
FORTALEZA,41419151000166,(08) 5352-92145,FORTALEZA,CE,"RUA 1155,59 ",CARTAO CEARA SEM FOME,MERCANTIL ERIVALDO,Conjunto Ceará,Mercado / Mini Mercado,CONJUNTO CEARÁ
FORTALEZA,41423344000190,(85) 3478-6017,Fortaleza,CE,São Sebastião 430,CARTAO CEARA SEM FOME,MERCANTIL MENOR PRECO,Presidente Kennedy,Mercado / Mini Mercado,PRESIDENTE KENNEDY
FORTALEZA,41425836000115,,Fortaleza,CE,Nossa Senhora das Graças 1317 B,CARTAO CEARA SEM FOME,MERCANTIL SERRANO,Pirambu,Mercado / Mini Mercado,PIRAMBU
FORTALEZA,41433194000104,(85) 3291-4459,Fortaleza,CE,José Messias Matos 885,CARTAO CEARA SEM FOME,MERCEARIA SOUSA,Boa Vista,Mercado / Mini Mercado,BOA VISTA
FORTALEZA,41434879000167,,Fortaleza,CE,G 206,CARTAO CEARA SEM FOME,CASA DO BOLO,Manoel Dias Branco,Padaria,MANOEL DIAS BRANCO
FORTALEZA,41476475000136,(85) 9811-71918,Fortaleza,CE,Astrogildo Fontoura 435,CARTAO CEARA SEM FOME,W&G QUEIJOS & FRIOS,Barra do Ceará,Mercado / Mini Mercado,BARRA DO CEARÁ
FORTALEZA,41516039000143,,Fortaleza,CE,Livino de Carvalho 830,CARTAO CEARA SEM FOME,MERCADINHO JUNIOR,Itaoca,Mercado / Mini Mercado,ITAOCA
FORTALEZA,41543281000106,(85) 3227-0722,Fortaleza,CE,Soriano Albuquerque 441,CARTAO CEARA SEM FOME,PANIFICADORA PANETUTTE,Joaquim Távora,Padaria,JOAQUIM TÁVORA
FORTALEZA,41551243000103,(85) 9996-40045,Fortaleza,CE,Godofredo Maciel 3440,CARTAO CEARA SEM FOME,PANIFICADORA SANTA CLARA,Parangaba,Padaria,PARANGABA
FORTALEZA,41566761000192,,FORTALEZA,CE,"CONTORNO SUL ,N 333 ",CARTAO CEARA SEM FOME,SUPER BARATAO,Conjunto Esperança,Supermercado,CONJUNTO ESPERANÇA
FORTALEZA,41566761000354,(85) 3244-6789,Fortaleza,CE,Doutor Theberge 538,CARTAO CEARA SEM FOME,SUPER BARATAO 3,Álvaro Weyne,Supermercado,ÁLVARO WEYNE
FORTALEZA,41566761000435,(85) 3241-4244,Fortaleza,CE,General Osório de Paiva 7020,CARTAO CEARA SEM FOME,SUPER BARATAO 4,Siqueira,Supermercado,SIQUEIRA
FORTALEZA,41584525000107,(85) 3085-1032,Fortaleza,CE,Godofredo Maciel 3190,CARTAO CEARA SEM FOME,OFICINA DA MASSA,Maraponga,Restaurante,MARAPONGA
FORTALEZA,41586652000137,,Fortaleza,CE,Jardim Fluminense 844,CARTAO CEARA SEM FOME,ANTONIA MARIA JULIO ELIZEU,Conjunto Esperança,Mercado / Mini Mercado,CONJUNTO ESPERANÇA
FORTALEZA,41601311000193,(85) 9851-80094,Fortaleza,CE,Conselheiro Tristão 593,CARTAO CEARA SEM FOME,LANCHONETE TROPICAL,Centro,Supermercado,CENTRO
FORTALEZA,41626692000165,(85) 9893-27752,Fortaleza,CE,13 SN,CARTAO CEARA SEM FOME,MERCADINHO DA LORA,Pedras,Mercado / Mini Mercado,PEDRAS
FORTALEZA,41681544000143,(85) 9691-1100,Fortaleza,CE,Carapinima 2200,CARTAO CEARA SEM FOME,BRITO COMERCIO,Benfica,Mercado / Mini Mercado,BENFICA
FORTALEZA,41741126000102,(85) 8684-4421,Fortaleza,CE,Altaneira 487,CARTAO CEARA SEM FOME,FRIGORIFICO DO CHEFF,Jardim Iracema,Açougue,JARDIM IRACEMA
FORTALEZA,41742350000100,,Fortaleza,CE,Cidade Ecológica 182,CARTAO CEARA SEM FOME,MERCADINHO PRECO BAIXO,Edson Queiroz,Mercado / Mini Mercado,EDSON QUEIROZ
FORTALEZA,41773226000102,,Fortaleza,CE,Professor Lino Encarnação 440,CARTAO CEARA SEM FOME,GISELIA BARROS,Parquelândia,Padaria,PARQUELÂNDIA
FORTALEZA,41813227000133,,Fortaleza,CE,Viriato Ribeiro 1157,CARTAO CEARA SEM FOME,MERCADINHO BOMFIM,Bela Vista,Mercado / Mini Mercado,BELA VISTA
FORTALEZA,41815355000116,,Fortaleza,CE,Pompeu Cavalcante 279,CARTAO CEARA SEM FOME,FM SUPLEMENTOS,Vila Ellery,Mercado / Mini Mercado,VILA ELLERY
FORTALEZA,41967475000139,,Fortaleza,CE,Verde 5 478,CARTAO CEARA SEM FOME,PANIFICADORA MANA,Jangurussu,Padaria,JANGURUSSU
FORTALEZA,41973891000140,,Fortaleza,CE,Grito de Alerta 379 B,CARTAO CEARA SEM FOME,DEPOSITO BOM JESUS,Barra do Ceará,Mercado / Mini Mercado,BARRA DO CEARÁ
FORTALEZA,42016591000135,,Fortaleza,CE,Pintor Antônio Bandeira 1751,CARTAO CEARA SEM FOME,BLOGUERITA SALGADOS,Vicente Pinzon,Lanchonete,VICENTE PINZON
FORTALEZA,42061696000106,,Fortaleza,CE,Jonas Sampaio 609,CARTAO CEARA SEM FOME,D Y MERCADINHO,José de Alencar,Mercado / Mini Mercado,JOSÉ DE ALENCAR
FORTALEZA,42064068000184,(85) 4011-3900,Fortaleza,CE,Manuel da Nóbrega 111,CARTAO CEARA SEM FOME,MERCANTIL HELENA,Manuel Sátiro,Supermercado,MANUEL SÁTIRO
FORTALEZA,42112030000130,(85) 9872-78320,Fortaleza,CE,José Vilar 699,CARTAO CEARA SEM FOME,MEU PE DE LARANJA,Aldeota,Alimentação,ALDEOTA
FORTALEZA,42130511000178,,Fortaleza,CE,Mirtes Cordeiro 1439,CARTAO CEARA SEM FOME,DRAGAO DO SUSHI,Bom Jardim,Restaurante,BOM JARDIM
FORTALEZA,42235927000150,,Fortaleza,CE,Desembargador Gonzaga 971,CARTAO CEARA SEM FOME,TOMODACHI SUSHI BAR,Parque Iracema,Restaurante,PARQUE IRACEMA
FORTALEZA,42237048000168,,Fortaleza,CE,José Abílio 1868,CARTAO CEARA SEM FOME,HIPER GELADO COMERCIO DE BEBIBAS LTDA,Granja Portugal,Alimentação,GRANJA PORTUGAL
FORTALEZA,42241246000103,,Fortaleza,CE,Alagoas 1224,CARTAO CEARA SEM FOME,D & I SUPLEMENTOS,Demócrito Rocha,Mercado / Mini Mercado,DEMÓCRITO ROCHA
FORTALEZA,42322284000182,,Fortaleza,CE,Professor José Bonifácio 895,CARTAO CEARA SEM FOME,MERCADINHO ZEZINHO,Álvaro Weyne,Mercado / Mini Mercado,ÁLVARO WEYNE
FORTALEZA,42330667000100,(85) 9873-46312,Fortaleza,CE,Tubiacanga 310,CARTAO CEARA SEM FOME,CHEF RAFAEL,Antônio Diogo,Supermercado,ANTÔNIO DIOGO
FORTALEZA,42360432000153,,Fortaleza,CE,Maria Gomes de Sá 1259,CARTAO CEARA SEM FOME,PANEPIZZA,Mondubim,Padaria,MONDUBIM
FORTALEZA,42381717000170,(85) 3283-1570,Fortaleza,CE,General Osório de Paiva 2481,CARTAO CEARA SEM FOME,J A FRIOS,Vila Peri,Comércio Varejista,VILA PERI
FORTALEZA,42402591000173,,Fortaleza,CE,Hércules 155,CARTAO CEARA SEM FOME,ALZIRA,Itaoca,Mercado / Mini Mercado,ITAOCA
FORTALEZA,42409179000185,,Fortaleza,CE,Marquês de Abrantes 530,CARTAO CEARA SEM FOME,MERCADINHO BOM PRECO,Mondubim,Mercado / Mini Mercado,MONDUBIM
FORTALEZA,42518751000144,,Fortaleza,CE,Mozart Pinheiro de Lucena 1565,CARTAO CEARA SEM FOME,FRUTAS E CEREAIS,Vila Velha,Mercado / Mini Mercado,VILA VELHA
FORTALEZA,42538775000165,,Fortaleza,CE,dos Paroaras 1095,CARTAO CEARA SEM FOME,COMERCIAL PAROARAS,Passaré,Mercado / Mini Mercado,PASSARÉ
FORTALEZA,42659864000160,(85) 9869-30461,Fortaleza,CE,105 270,CARTAO CEARA SEM FOME,R.M MARMITAS,Conjunto Esperança,Supermercado,CONJUNTO ESPERANÇA
FORTALEZA,42705417000108,(85) 9286-6253,Fortaleza,CE,Vital Brasil 510,CARTAO CEARA SEM FOME,MJ MERCADINHO JOELMA,Bonsucesso,Mercado / Mini Mercado,BONSUCESSO
FORTALEZA,42846062000240,,Fortaleza,CE,Padre Valdevino 2175,CARTAO CEARA SEM FOME,FRIGORIFICO CORDEIRO DE OURO,Aldeota,Açougue,ALDEOTA
FORTALEZA,42846062000401,,Fortaleza,CE,Padre Valdevino 2175,CARTAO CEARA SEM FOME,RESTAURANTE CORDEIRO DE OURO,Aldeota,Restaurante,ALDEOTA
FORTALEZA,42884628000147,,Fortaleza,CE,1 770,CARTAO CEARA SEM FOME,MINI MERCADO MAIS ECONOMICO,Mondubim,Mercado / Mini Mercado,MONDUBIM
FORTALEZA,43026703000100,(85) 9183-7038,Fortaleza,CE,Alfredo de Castro 731,CARTAO CEARA SEM FOME,MERCADINHO QUEIROZ,Montese,Mercado / Mini Mercado,MONTESE
FORTALEZA,43047138000159,,Fortaleza,CE,das Cerejeiras 1480,CARTAO CEARA SEM FOME,MERCADINHO O PAULO,Parque Presidente Vargas,Mercado / Mini Mercado,PARQUE PRESIDENTE VARGAS
FORTALEZA,43062438000107,,Fortaleza,CE,Sapucaia Condomínio 3 Bloco 6 45,CARTAO CEARA SEM FOME,MARMITARIA DA MONICA,Prefeito José Walter,Restaurante,PREFEITO JOSÉ WALTER
FORTALEZA,43111831000143,,Fortaleza,CE,Castelo de Castro 254,CARTAO CEARA SEM FOME,BUDEGA NA FAZENDA SERTAO E FRIOS,Jangurussu,Mercado / Mini Mercado,JANGURUSSU
FORTALEZA,43306314000120,,Fortaleza,CE,Cecília Meireles 354,CARTAO CEARA SEM FOME,BARBARA SUELLEN,Messejana,Mercado / Mini Mercado,MESSEJANA
FORTALEZA,43384848000174,,Fortaleza,CE,Senador Alencar 396,CARTAO CEARA SEM FOME,NORDESTE GRILL,Centro,Padaria,CENTRO
FORTALEZA,43425747000102,(85) 9911-47555,Fortaleza,CE,Sabino Monte 4260,CARTAO CEARA SEM FOME,COMERCIO DE ALIMENTOS F L LTDA,São João do Tauape,Alimentação,SÃO JOÃO DO TAUAPE
FORTALEZA,43535926000194,,Fortaleza,CE,Mozart Pinto 360,CARTAO CEARA SEM FOME,MERCADINHO ANASTACIO,Monte Castelo,Mercado / Mini Mercado,MONTE CASTELO
FORTALEZA,43552143000119,,Fortaleza,CE,Vitória da Conquista 1498,CARTAO CEARA SEM FOME,MARE 2000,Manoel Dias Branco,Restaurante,MANOEL DIAS BRANCO
FORTALEZA,43576865000103,(85) 3257-6662,Fortaleza,CE,ARMANDO MONTEIRO 485,CARTAO CEARA SEM FOME,VAREJO BOM,Parreão,Varejista,PARREÃO
FORTALEZA,43625413000174,,Fortaleza,CE,Deputado Orzette Filomeno 296,CARTAO CEARA SEM FOME,MERCADINHO NENEM,Cais do Porto,Supermercado,CAIS DO PORTO
FORTALEZA,43632899000178,,Fortaleza,CE,Paranapanema 471,CARTAO CEARA SEM FOME,TAPIOCARIA IMPERIO 88,Pici,Restaurante,PICI
FORTALEZA,43762967000113,,Fortaleza,CE,Doutor Elizeu Holanda 67,CARTAO CEARA SEM FOME,D & A SELF SERVICE,Antônio Diogo,Restaurante,ANTÔNIO DIOGO
FORTALEZA,43775315000113,,Fortaleza,CE,Rio Grande do Sul 1414,CARTAO CEARA SEM FOME,SUPER MAX,Demócrito Rocha,Mercado / Mini Mercado,DEMÓCRITO ROCHA
FORTALEZA,43789131000102,,Fortaleza,CE,Professor Leite Gondim 575,CARTAO CEARA SEM FOME,EFICIENCE PROJETOS E CONSULTORIA,Antônio Bezerra,Mercado / Mini Mercado,ANTÔNIO BEZERRA
FORTALEZA,43843915000171,(85) 3472-3912,Fortaleza,CE,Sargento Hermínio Sampaio 1359,CARTAO CEARA SEM FOME,CAMILA FERNANDES,São Gerardo,Mercado / Mini Mercado,SÃO GERARDO
FORTALEZA,44002862000129,,Fortaleza,CE,Imperatriz 1082,CARTAO CEARA SEM FOME,PANIFICADORA RME,Barra do Ceará,Padaria,BARRA DO CEARÁ
FORTALEZA,44137141000126,,Fortaleza,CE,Pereira de Miranda 81,CARTAO CEARA SEM FOME,PADARIA PAES DA SERRA,Papicu,Padaria,PAPICU
FORTALEZA,44238804000107,,Fortaleza,CE,Humberto Lomeu 2622,CARTAO CEARA SEM FOME,MERCEARIA LOIRA,Granja Portugal,Mercado / Mini Mercado,GRANJA PORTUGAL
FORTALEZA,44260535000177,,Fortaleza,CE,Oscar Verçosa 170,CARTAO CEARA SEM FOME,MERCADINHO YURI,Antônio Diogo,Mercado / Mini Mercado,ANTÔNIO DIOGO
FORTALEZA,44292678000160,,Fortaleza,CE,Desembargador Moreira 2617,CARTAO CEARA SEM FOME,FEIRA CAROÁ,Dionisio Torres,Mercado / Mini Mercado,DIONISIO TORRES
FORTALEZA,44368269000109,,Fortaleza,CE,Doutor Periguari 290,CARTAO CEARA SEM FOME,JANA SUPERMERCADO,Antônio Bezerra,Supermercado,ANTÔNIO BEZERRA
FORTALEZA,44381579000155,,Fortaleza,CE,São Tomaz de Aquino 407,CARTAO CEARA SEM FOME,MERCADINHO MIXX,Passaré,Mercado / Mini Mercado,PASSARÉ
FORTALEZA,44442644000105,,Fortaleza,CE,Banvarth Bezerra 293,CARTAO CEARA SEM FOME,J&K,Padre Andrade,Mercado / Mini Mercado,PADRE ANDRADE
FORTALEZA,44450980000108,,Fortaleza,CE,Joaquim Lima 2307,CARTAO CEARA SEM FOME,MERCADINHO N&A VARIEDADES,Papicu,Padaria,PAPICU
FORTALEZA,44484195000168,,Fortaleza,CE,Professor Cabral 558,CARTAO CEARA SEM FOME,PANIFICADORA FELIX,Parque Santa Rosa,Padaria,PARQUE SANTA ROSA
FORTALEZA,44504825000119,,Fortaleza,CE,6 1693,CARTAO CEARA SEM FOME,FREITAS PAN,Mondubim,Padaria,MONDUBIM
FORTALEZA,44568454000139,,Fortaleza,CE,Coronel Alves Teixeira 422,CARTAO CEARA SEM FOME,MERCADINHO ALVES TEIXEIRA,Joaquim Távora,Mercado / Mini Mercado,JOAQUIM TÁVORA
FORTALEZA,44730780000109,(85) 9941-89848,Fortaleza,CE,dos Jangadeiros 350,CARTAO CEARA SEM FOME,MERCADINHO SANTO ANTONIO,Mucuripe,Mercado / Mini Mercado,MUCURIPE
FORTALEZA,44803366000174,(85) 9925-70869,Fortaleza,CE,1 1095,CARTAO CEARA SEM FOME,MERCADINHO DIVA,Mondubim,Mercado / Mini Mercado,MONDUBIM
FORTALEZA,44984408000110,(85) 9810-10202,Fortaleza,CE,112 20,CARTAO CEARA SEM FOME,GALETO CARIOCA,Conjunto Esperança,Restaurante,CONJUNTO ESPERANÇA
FORTALEZA,45023339000141,(85) 9927-15143,Fortaleza,CE,Carnaubal 160,CARTAO CEARA SEM FOME,MERCADINHO E FRIGORIFICO NAX,Floresta,Mercado / Mini Mercado,FLORESTA
FORTALEZA,45033916000186,(85) 9889-98905,Fortaleza,CE,José Hipólito 1191,CARTAO CEARA SEM FOME,ACAI REAL BANDEIRANTES,Messejana,Lanchonete,MESSEJANA
FORTALEZA,45054703000130,(85) 9994-85449,Fortaleza,CE,Antônio Teixeira Leite 1000,CARTAO CEARA SEM FOME,GALETO SUPER + ASSADOS E BEBIDAS,Serrinha,Mercado / Mini Mercado,SERRINHA
FORTALEZA,45115838000169,,Fortaleza,CE,Maracanã 144,CARTAO CEARA SEM FOME,MEIRE DOCES,Parangaba,Padaria,PARANGABA
FORTALEZA,45148867000127,(85) 9991-54815,Fortaleza,CE,Guararema 330,CARTAO CEARA SEM FOME,MERCADINHO PADERIM,Granja Lisboa,Mercado / Mini Mercado,GRANJA LISBOA
FORTALEZA,45185011000121,,Fortaleza,CE,Viena Weyne 780,CARTAO CEARA SEM FOME,ADEGA DOS SOLANAS,Cambeba,Mercado / Mini Mercado,CAMBEBA
FORTALEZA,45259950000173,,Fortaleza,CE,A 331,CARTAO CEARA SEM FOME,MERCADINHO ASTRO,Mondubim,Mercado / Mini Mercado,MONDUBIM
FORTALEZA,45297560000198,,Fortaleza,CE,José Vilar 3229,CARTAO CEARA SEM FOME,DOCE EFEITO,Dionisio Torres,Padaria,DIONISIO TORRES
FORTALEZA,45406548000174,(85) 9965-07453,Fortaleza,CE,Edite Braga 858,CARTAO CEARA SEM FOME,JM SERVICOS,Bom Futuro,Mercado / Mini Mercado,BOM FUTURO
FORTALEZA,45542687000125,(85) 9943-21668,Fortaleza,CE,Q 58,CARTAO CEARA SEM FOME,"PJM VARIEDADES, MOTOBOY E MUSICO",Vila Velha,Lanchonete,VILA VELHA
FORTALEZA,45543915030412,(11) 1111-1111,Fortaleza,CE,Godofredo Maciel ,CARTAO CEARA SEM FOME,CARREFOUR,Parangaba,Alimentação,PARANGABA
FORTALEZA,45543915031818,11 11111111,Fortaleza,CE,Barão de Studart ,CARTAO CEARA SEM FOME,CARREFOUR,Joaquim Távora,Alimentação,JOAQUIM TÁVORA
FORTALEZA,45580137000109,(85) 9965-98805,Fortaleza,CE,Doutor Joaquim Bento 633,CARTAO CEARA SEM FOME,PANIFICADORA SABORITO,Messejana,Padaria,MESSEJANA
FORTALEZA,45610802000151,,Fortaleza,CE,Dom Quintino 595,CARTAO CEARA SEM FOME,IRIS BOMBONIERE,Pirambu,Mercado / Mini Mercado,PIRAMBU
FORTALEZA,45629671000154,,Fortaleza,CE,Pintor Antônio Bandeira 406,CARTAO CEARA SEM FOME,MERCADINHO SAMUEL,Cais do Porto,Mercado / Mini Mercado,CAIS DO PORTO
FORTALEZA,45690810000155,,Fortaleza,CE,Santo Amaro do Pici 251,CARTAO CEARA SEM FOME,ACOUGUE HORTIFRUT TODO DIA,Pici,Açougue,PICI
FORTALEZA,45763684000111,(85) 9920-94485,Fortaleza,CE,Cláudio Guimarães 115,CARTAO CEARA SEM FOME,SKINA DA CARNE,Quintino Cunha,Açougue,QUINTINO CUNHA
FORTALEZA,45802914000104,(85) 9997-36133,Fortaleza,CE,Valparaíso 379,CARTAO CEARA SEM FOME,FRIGORIFICO OCARA,Conjunto Palmeiras,Frigorifico,CONJUNTO PALMEIRAS
FORTALEZA,45830228000147,,Fortaleza,CE,Olavo Lima Silva 71,CARTAO CEARA SEM FOME,COMIDA CASEIRA,Patriolino Ribeiro,Restaurante,PATRIOLINO RIBEIRO
FORTALEZA,45911511000101,(85) 9274-6625,Fortaleza,CE,Gustavo Sampaio 427,CARTAO CEARA SEM FOME,BRAZUCA ALIMENTOS E VARIEDADES,Parquelândia,Mercado / Mini Mercado,PARQUELÂNDIA
FORTALEZA,46045810000165,,Fortaleza,CE,Independência 1412,CARTAO CEARA SEM FOME,MERCADINHO IMPERIAL,Jardim Guanabara,Mercado / Mini Mercado,JARDIM GUANABARA
FORTALEZA,46053024000100,(85) 9881-46554,Fortaleza,CE,General Osório de Paiva 1401,CARTAO CEARA SEM FOME,QUALITY FRIOS E LATICINIOS,Parangaba,Padaria,PARANGABA
FORTALEZA,46071554000180,,Fortaleza,CE,Professor Virgílio Morais 500,CARTAO CEARA SEM FOME,A3 COMERCIO E SERVICOS,Autran Nunes,Mercado / Mini Mercado,AUTRAN NUNES
FORTALEZA,46156633000194,(85) 9882-82722,Fortaleza,CE,dos Jangadeiros 754,CARTAO CEARA SEM FOME,FRANCISCO HENRIQUE,Mucuripe,Padaria,MUCURIPE
FORTALEZA,46176415000111,,Fortaleza,CE,José Cândido 541,CARTAO CEARA SEM FOME,MERCADINHO NL,Monte Castelo,Mercado / Mini Mercado,MONTE CASTELO
FORTALEZA,46213705000198,(85) 9978-91604,Fortaleza,CE,Professor Cabral 636,CARTAO CEARA SEM FOME,LIFE FITNESS,Parque Presidente Vargas,Lanchonete,PARQUE PRESIDENTE VARGAS
FORTALEZA,46262106000164,,Fortaleza,CE,Alberto Monteiro 433,CARTAO CEARA SEM FOME,KYPRECO,Antônio Diogo,Mercado / Mini Mercado,ANTÔNIO DIOGO
FORTALEZA,46295495000124,(85) 9855-98824,Fortaleza,CE,Melo Oliveira 724,CARTAO CEARA SEM FOME,SUPER PARCEIRO,Jóquei Clube,Mercado / Mini Mercado,JÓQUEI CLUBE
FORTALEZA,46374736000120,,Fortaleza,CE,Albertino Neto 39,CARTAO CEARA SEM FOME,MERC GILBERTO,Prefeito José Walter,Mercado / Mini Mercado,PREFEITO JOSÉ WALTER
FORTALEZA,46384957000180,,Fortaleza,CE,Olegário Memória 2773,CARTAO CEARA SEM FOME,MERCADINHO O PAREIA,Sapiranga,Mercado / Mini Mercado,SAPIRANGA
FORTALEZA,46387740000123,,Fortaleza,CE,C 546,CARTAO CEARA SEM FOME,W L MERCADINHO,Mondubim,Mercado / Mini Mercado,MONDUBIM
FORTALEZA,46399201000104,,Fortaleza,CE,Maria Júlia 1402,CARTAO CEARA SEM FOME,BLACK FOX SUPLEMENTOS,Bom Jardim,Mercado / Mini Mercado,BOM JARDIM
FORTALEZA,46442267000130,(85) 8794-9797,Fortaleza,CE,Magna 38,CARTAO CEARA SEM FOME,MERCADINHO WELINGTON,Conjunto Esperança,Supermercado,CONJUNTO ESPERANÇA
FORTALEZA,46476068000142,(85) 9894-99493,Fortaleza,CE,Suíça 842,CARTAO CEARA SEM FOME,MERCADINHO BIG FAMILIA,Manuel Sátiro,Supermercado,MANUEL SÁTIRO
FORTALEZA,46523358000108,,Fortaleza,CE,Raul Uchôa 442,CARTAO CEARA SEM FOME,NATURAIS VARIEDADES,Bom Futuro,Mercado / Mini Mercado,BOM FUTURO
FORTALEZA,46537669000118,,Fortaleza,CE,Heraclito Graça 826,CARTAO CEARA SEM FOME,TALWAN ITALO,Centro,Lanchonete,CENTRO
FORTALEZA,46603110000149,(85) 9921-91957,Fortaleza,CE,Romeu Martins 520,CARTAO CEARA SEM FOME,MERCADINHO MARQUES BOX,Montese,Mercado / Mini Mercado,MONTESE
FORTALEZA,46645471000158,,Fortaleza,CE,Coronel Virgílio Nogueira 730,CARTAO CEARA SEM FOME,COMERCIAL LIMA,Bom Jardim,Mercado / Mini Mercado,BOM JARDIM
FORTALEZA,46783860000140,,Fortaleza,CE,Professor José Arthur de Carvalho 1950,CARTAO CEARA SEM FOME,FARMACIA PARENTE,Lagoa Redonda,Farmacia,LAGOA REDONDA
FORTALEZA,46790206000163,(85) 3484-2184,Fortaleza,CE,Raimundo Nery 531,CARTAO CEARA SEM FOME,LARIMIX,Parque São José,Mercado / Mini Mercado,PARQUE SÃO JOSÉ
FORTALEZA,47019254000115,(85) 9990-56795,Fortaleza,CE,XIII 472,CARTAO CEARA SEM FOME,PANIFICADORA CANINDE,Canindezinho,Padaria,CANINDEZINHO
FORTALEZA,47034999000153,(85) 2136-4595,Fortaleza,CE,Coronel Fabriciano 2085,CARTAO CEARA SEM FOME,AURISTELA SUPERMERCADO,Granja Lisboa,Supermercado,GRANJA LISBOA
FORTALEZA,47079615000119,,Fortaleza,CE,Mozart Pinheiro de Lucena 2040,CARTAO CEARA SEM FOME,BOI BRABO FRIGORIFICO,Vila Velha,Açougue,VILA VELHA
FORTALEZA,47080622000130,,Fortaleza,CE,Barão do Rio Branco 3000,CARTAO CEARA SEM FOME,SUSHI VIBE FATIMA,Fátima,Restaurante,FÁTIMA
FORTALEZA,47080749000150,,Fortaleza,CE,Desembargador Praxedes 1999,CARTAO CEARA SEM FOME,CARLOS EUGENIO BAYMA DE HOLANDA,Vila União,Restaurante,VILA UNIÃO
FORTALEZA,47083145000167,(85) 3229-0384,Fortaleza,CE,Padre João Piamarta 599,CARTAO CEARA SEM FOME,VITORIANO SUPERMERCADO,Parreão,Supermercado,PARREÃO
FORTALEZA,47113630000136,,Fortaleza,CE,Minerva 39,CARTAO CEARA SEM FOME,SUPERMERCADO ARAGAO,Parque Genibaú,Supermercado,PARQUE GENIBAÚ
FORTALEZA,47128650000180,(85) 9813-47931,Fortaleza,CE,Joaquim Machado 620,CARTAO CEARA SEM FOME,PIZZARIA PASTEL & CIA,Paupina,Restaurante,PAUPINA
FORTALEZA,47133331000163,,Fortaleza,CE,Monsenhor Tabosa 1717,CARTAO CEARA SEM FOME,BOTCO D MARIANO,Meireles,Restaurante,MEIRELES
FORTALEZA,47157147000153,(88) 9880-39192,Fortaleza,CE,José Messias Matos 701,CARTAO CEARA SEM FOME,ARTE DA CARNE,Boa Vista,Açougue,BOA VISTA
FORTALEZA,47196348000160,(85) 8865-2610,Fortaleza,CE,D 68,CARTAO CEARA SEM FOME,MERCADINHO ROGERIO,Canindezinho,Mercado / Mini Mercado,CANINDEZINHO
FORTALEZA,47222521000157,(85) 9886-79285,Fortaleza,CE,1 1269,CARTAO CEARA SEM FOME,SUPER VICTOR,Mondubim,Supermercado,MONDUBIM
FORTALEZA,47237720000139,(85) 9877-95690,Fortaleza,CE,da Abolição 1816,CARTAO CEARA SEM FOME,QUITANDA QUIXADA,Meireles,Mercado / Mini Mercado,MEIRELES
FORTALEZA,47287916000138,(85) 9959-2114,Fortaleza,CE,Puebla 981,CARTAO CEARA SEM FOME,MERCADINHO EMANOEL,Prefeito José Walter,Mercado / Mini Mercado,PREFEITO JOSÉ WALTER
FORTALEZA,47317717000125,,Fortaleza,CE,Viena Weyne 290,CARTAO CEARA SEM FOME,KAISEN SUSHI BAR,Cambeba,Restaurante,CAMBEBA
FORTALEZA,47382398000131,(85) 8835-6717,Fortaleza,CE,Maestro Lisboa 3075,CARTAO CEARA SEM FOME,A M M PESCAS,Lagoa Redonda,Mercado / Mini Mercado,LAGOA REDONDA
FORTALEZA,47382824000137,(85) 9641-6850,Fortaleza,CE,Dioguinho 6330,CARTAO CEARA SEM FOME,PANIFICADORA E CAFETERIA AMIGAO,Antônio Diogo,Restaurante,ANTÔNIO DIOGO
FORTALEZA,47407882000178,(85) 8695-1584,Fortaleza,CE,Florêncio de Alencar 1000,CARTAO CEARA SEM FOME,COUNTRY BAR E RESTO,Vila Velha,Restaurante,VILA VELHA
FORTALEZA,47410133000108,(85) 8882-04130,Fortaleza,CE,Alberto Montezuma 194,CARTAO CEARA SEM FOME,FRANCINILDO BIZE,Vila União,Mercado / Mini Mercado,VILA UNIÃO
FORTALEZA,47411807000180,(85) 8700-1182,Fortaleza,CE,C 248 C,CARTAO CEARA SEM FOME,CASARAO DA PIZZA,Conjunto Ceará,Restaurante,CONJUNTO CEARÁ
FORTALEZA,47508411035707,(85 ) 3433 -9857,Fortaleza,CE,Santos Dumont ,CARTAO CEARA SEM FOME,PÃO DE AÇUCAR-1209-CENTER UM,Aldeota,Alimentação,ALDEOTA
