;Instrumento;Convenente;Nº OBT;Valor OBT;Data Emissão;CPF/CNPJ;Fornecedor;Tipo DL;Descrição do Item;Data Pagamento;Situação OBT;CPF/CNPJ STR;CNPJ BÁSICO;CNPJ ORDEM;CNPJ DV;IDENTIFICADOR MATRIZ/FILIAL;NOME FANTASIA;SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;MOTIVO SITUAÇÃO CADASTRAL;NOME DA CIDADE NO EXTERIOR;PAÍS;DATA DE INÍCIO ATIVIDADE;CNAE FISCAL PRINCIPAL;CNAE FISCAL SECUNDÁRIA;TIPO DE LOGRADOURO;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICÍPIO;DDD 1;TELEFONE 1;DDD 2;TELEFONE 2;DDD DO FAX;FAX;CORREIO ELETRÔNICO;SITUAÇÃO ESPECIAL;DATA DA SITUAÇÃO ESPECIAL;CNPJ;codigo;municipio;Código do município (IBGE);Nome do município;Região de Planejamento;Municipio_upp;Nº LOTE;Município
10;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;1099.0;45232,57104;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;"Consumo (gás, luz, água)
";45233;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
11;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;5627.88;45232,57345;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;"Matérial de Higienização e Limpeza 
";45233;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
12;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;5356.4;45232,57742;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;"Embalagens e Descartáveis  (marmita, colher e touca)
";45233;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
13;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;44653.58;45232,61994;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);45233;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
14;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;340.0;45237,44428;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;"Matérial de Higienização e Limpeza 
";45238;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
15;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;85.0;45237,44773;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;"Matérial de Higienização e Limpeza 
";45238;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
16;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;3724.41;45241,41671;899037000101;POSTO DOTH LTDA;Nota Fiscal;"Deslocamento e Logística (combustiveis, locação de veiculos)
";45243;Efetivada;00899037000101;00899037;0001;01;1;POSTO DOTH;02;20051103;00;;;19951009;4731800;4520005,4520006,4530705,4732600,4784900;RUA;SEBASTIAO RIBEIRO DA SILVA;S/N;;CENTRO;63800000;CE;1529;88;34410265;;;;;POSTODOTH@GMAIL.COM;;;00899037000101;1529;QUIXERAMOBIM;2311405;Quixeramobim;Sertão Central;QUIXERAMOBIM;LOTE 30;Quixeramobim
17;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;425.0;45241,41764;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;"Matérial de Higienização e Limpeza 
";45243;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
18;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;7509.9;45241,41826;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;"Embalagens e Descartáveis  (marmita, colher e touca)
";45243;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
19;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;1099.0;45241,41971;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;"Consumo (gás, luz, água)
";45243;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
20;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;60288.3;45241,42049;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);45243;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
21;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;1920.0;45244,49034;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;"Consumo (gás, luz, água)
";45246;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;;;20140903;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;CE;1529;88;34410998;;;;;;;;20968028000124;1529;QUIXERAMOBIM;2311405;Quixeramobim;Sertão Central;QUIXERAMOBIM;LOTE 30;Quixeramobim
22;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;600.0;45244,49575;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;"Consumo (gás, luz, água)
";45246;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;;;20140903;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;CE;1529;88;34410998;;;;;;;;20968028000124;1529;QUIXERAMOBIM;2311405;Quixeramobim;Sertão Central;QUIXERAMOBIM;LOTE 30;Quixeramobim
23;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;932.15;45244,49916;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;"Matérial de Higienização e Limpeza 
";45246;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;;;20140903;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;CE;1529;88;34410998;;;;;;;;20968028000124;1529;QUIXERAMOBIM;2311405;Quixeramobim;Sertão Central;QUIXERAMOBIM;LOTE 30;Quixeramobim
24;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;27709.93;45244,60244;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;"Embalagens e Descartáveis  (marmita, colher e touca)
";45246;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;;;20140903;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;CE;1529;88;34410998;;;;;;;;20968028000124;1529;QUIXERAMOBIM;2311405;Quixeramobim;Sertão Central;QUIXERAMOBIM;LOTE 30;Quixeramobim
25;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;179947.99;45244,62897;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);45246;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;;;20140903;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;CE;1529;88;34410998;;;;;;;;20968028000124;1529;QUIXERAMOBIM;2311405;Quixeramobim;Sertão Central;QUIXERAMOBIM;LOTE 30;Quixeramobim
26;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;989.1;45244,65666;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;"Consumo (gás, luz, água)
";45246;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
27;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;382.5;45244,6592;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;"Matérial de Higienização e Limpeza 
";45246;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
28;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;6814.5;45244,66153;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;"Embalagens e Descartáveis  (marmita, colher e touca)
";45246;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
29;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;54437.02;45246,36769;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);45247;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
30;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;329.7;45251,66453;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;"Consumo (gás, luz, água)
";45252;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
31;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;127.5;45251,66691;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;"Matérial de Higienização e Limpeza 
";45252;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
32;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;1678.98;45251,69963;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;"Embalagens e Descartáveis  (marmita, colher e touca)
";45252;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
33;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;13493.78;45252,35865;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);45253;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;;;20060621;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;CE;1555;88;34490848;;;;;;;;08107174000160;1555;SENADOR POMPEU;2312700;Senador Pompeu;Sertão Central;SENADOR POMPEU;LOTE 31;Senador Pompeu
34;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;1394.28;45253,6087;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;"Matérial de Higienização e Limpeza 
";45254;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;;;20140903;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;CE;1529;88;34410998;;;;;;;;20968028000124;1529;QUIXERAMOBIM;2311405;Quixeramobim;Sertão Central;QUIXERAMOBIM;LOTE 30;Quixeramobim
35;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;600.0;45253,61078;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;"Consumo (gás, luz, água)
";45254;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;;;20140903;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;CE;1529;88;34410998;;;;;;;;20968028000124;1529;QUIXERAMOBIM;2311405;Quixeramobim;Sertão Central;QUIXERAMOBIM;LOTE 30;Quixeramobim
36;1284431;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;2,02311E+16;5280.0;45253,61282;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;"Consumo (gás, luz, água)
";45254;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;;;20140903;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;CE;1529;88;34410998;;;;;;;;20968028000124;1529;QUIXERAMOBIM;2311405;Quixeramobim;Sertão Central;QUIXERAMOBIM;LOTE 30;Quixeramobim
